what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321918771486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321918772730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321918792360
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321918802842
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321918804529
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321918829913
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321918831051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321918831351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321918832171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321918833383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321918934529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321918965298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321918991244
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1321918992409
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1321918992651
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1321918992907
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1321918993151
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1321918993380
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1321918993619
