what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738397614
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321738402661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738423539
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738423779
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1321738480500
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1321738480690
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1321738481048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321738483256
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321738485637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738485967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738486411
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738501561
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321738503492
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738503805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738504402
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738506565
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738508560
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1321738512545
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1321738512730
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321738517184
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321738518095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738518405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738518869
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738522617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321738530000
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321738530554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738530880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738531511
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738533933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738559260
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738607426
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738627246
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738630049
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321738640830
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321738642899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738643214
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738643907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738644988
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321738652806
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738653701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321738686772
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738725200
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738828506
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321738838302
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738841546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321738861504
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321738867728
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321739396645
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321739413766
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739435854
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321739436243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739436567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739437041
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739446493
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321739446918
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739447259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739447760
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739454312
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739587874
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321739588256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739588586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739589471
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739602033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739769140
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321739769499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739769811
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739770257
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739780354
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321739780649
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739780930
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739781473
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739806931
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321739807445
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739807789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739808413
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321739817960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739819145
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321739819754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739820081
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739820670
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321739821416
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739859971
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321739860263
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739860578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739861427
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739865588
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321739865854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739866181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739866809
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321739872716
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739885674
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321739886279
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739886631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739887056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739889518
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321739889762
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739890092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321739890733
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321739895368
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321739904753
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321739962860
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321739963991
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321740035492
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321740037450
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740037759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740038458
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321740045036
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321740045371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740045697
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740046186
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740078656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321740084703
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740089571
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321740090584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740090903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740091494
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321740101977
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321740102240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740102548
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740103584
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321740119358
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321740119900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740120244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740120669
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740142328
closed,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740142810
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321740156169
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1321740157738
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321740169394
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740173417
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740173488
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321740175399
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740175638
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740175709
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321740177014
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740177559
closed,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740178306
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740178326
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1321740178354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321740178354
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740193842
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740301849
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321740308359
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740311189
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321740311816
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321740312845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740313145
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740313584
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740316780
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321740322878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321740329404
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321740330062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740330356
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740330867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321740362567
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321740362815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321740363143
